,article_title,text,relevant_campbell,relevant_kristen,mismatch
67,Health Care on a Budget,"UpFront Health Care on a Budget The impact medical costs will have in retirement.  ""We talk about all aspects of what participants will need in retirement,"" says Michael Woomer, senior vice president of institutional and retirement plan services at Fort Pitt Capital Group in Pittsburgh. ""People basically understand they will be facing health care costs, but they don't understand how big the impact will be, so we tell participants how important it is to save as much as they can.""  A recent report from the National Association of Government Defined Contribution (DC) Administrators estimates that a 65-year-old couple retiring today should expect to spend $220,000 on health care over the course of a 20-year retirement. Woomer says the costs could range from $150,000 to $400,000.  It is far more important for plan advisers to discuss health care costs in retirement than it is to talk about lifestyle goals, says Mary McDougall, a Merrill Lynch financial adviser in St. Paul, Minnesota. The premiums and out-of-pocket expenses will range from $10,000 to $20,000 a year, she says. ""The expenses are a lot more than they expect.""  ""I would hope that advisers are not refraining from having this conversation,"" says Scott Laue, a financial adviser with Savant Capital Management in Rockford, Illinois. ""As a certified financial planner [CFP], we are required to disclose both the good and the bad.""  The trend toward high-deductible health care plans paired with health savings accounts (HSAs) is bringing the subject of health care costs-pre- and post-retirement-to the fore, says Shelby George, vice president, adviser services, at Manning & Napier in Rochester, New York. Just like the movement from pensions to defined contribution plans, employers are moving toward high-deductible plans, which put more of the onus on participants, and ""are encouraging advisers to talk about [those coming expenses] more in their education materials.""  Advisers are also increasingly encouraging participants to invest in HSAs. ""This is one area that participants can use to save above and beyond the retirement plan,"" Woomer says.  Even for participants with more than $5 million in liquid assets-the market advised by Frank Migliazzo, managing director, private wealth advisers at Merrill Lynch in Troy, Michigan-health care costs are a concern. Migliazzo notes that Merrill Lynch research has found that, over the last 30 years, health care costs have risen an average of 6 percentage points above inflation each year.  Merrill Lynch has also found that many people will end up in a nursing home, he adds. For 65-year-olds, there is a 15% chance they will need to be placed in a care facility. At age 85, that possibility rises to 55%, and at age 90, it increases to 70%. Migliazzo's clients are also worried about dementia. As a result, many are buying long-term-care insurance.  The report found that Medicare covers 62% of health care costs, but the individual is responsible for the remaining 38%.",1,1,0
68,I'm a first-time buyer confused by mortgage options,"Money I'm a first-time buyer confused by mortgage options I've been offered a few interest rates and wonder how fixing the rates would affect my mortgage  Q I'm currently looking for a mortgage to buy my first house and I'm very confused as there are so many options.  I have a few mortgage advisers offering me interest rates of between 4.8% and 5.2% for a five-year fixed rate. Are these good?  Is it better to fix it for shorter period and pay a lower interest rate? If I fix it for two years, will the interest rate go up? AP  A On the face of it, those interest rates seem pretty high especially given the fact that we've been enjoying several months of record low fixed interest rates.  Even if you got a mortgage of 90% of the value of a property, financial firm Moneyfacts says you could get a five-year fixed rate of 3.39% from Yorkshire Bank and a slightly higher 3.79% from Post Office Money. These are both a lot lower than the rates that you have been quoted.  However, if the figures of 4.8% and 5.2% that you have given are annual percentage rates (APR), they don't seem so bad. The APR gives you a way of comparing mortgage deals which takes into account all the costs of the mortgage including fees as well as the mortgage interest rate and the rate that the mortgage will revert to once the fixed rate is over. The APR for the Yorkshire Bank deal - which has an arrangement fee of £999 - is 4.5% while the APR on the Post Office Money offering - which has no fee - is 4.3%.  You are right in thinking that you'll be charged a lower rate of interest if you fix for a shorter amount of time. Again with a 90% mortgage, if you fixed for just two years, you would pay 2.39% with the Yorkshire Bank and 2.49% at the Loughborough building society.  The APRs are higher at 4.6% and 4.7% respectively, and if you only fix for two years you may have to pay a fee for a new deal afterwards, so the overall cost could be cheaper on a five-year deal.  Going for the shorter fix doesn't make it more likely that the interest rate will go up. Interest rates will go up or down whether you fix for two years or five. The question you need to ask yourself is whether you want the certainty of knowing that your mortgage payments won't change for five years or whether you are happy to take a gamble that interest rates generally won't have risen - as they are generally predicted to do - by too much in two years' time.  Muddled about mortgages? Concerned about conveyancing? Email your homebuying and borrowing worries to Virginia Wallis at  virginia.wallis.freelance@theguardian.com",1,1,0
69,Second Cup outlines 3-year turnaround plan amid $26.2M loss,"Investing Second Cup outlines 3-year turnaround plan amid $26.2M loss TORONTO - Second Cup Ltd. had a $26.2 million loss in the third quarter, as the embattled specialty coffee company booked provisions for cafe closures and the impairment of its asset values.  The loss amounted to $2.65 per share, mostly due to a $25.7-million item that reflects the reduced value of Second Cup's trademarks.  On an adjusted basis, Second Cup's operations had a reduced profit of four cents per share - down about 64% from last year's third quarter when adjusted earnings were 11 cents per share.  Second Cup also announced Monday that it plans to raise up to $5 million this month through a private placement of its stock, as part of a three-year plan to revitalize the Canadian specialty retailer's network of cafes and its brand.  At the end of the third quarter there were 349 Second Cup cafes, two less than a year earlier and eight fewer than at the beginning of the quarter.  Systemwide sales for the 13 weeks ended Sept. 27 fell about $1.3 million from a year earlier, dropping to $43.6 million from $44.9 million, but Second Cup's own revenue increased to nearly $6.7 million from just under $6.3 million.  Second Cup has been faced with increased competition in recent years from high-end coffee retailers such as Seattle-based Starbucks and major restaurant chains such as Tim Hortons and McDonald's.  The Mississauga-based franchise company has been working for months to recover its position in the Canadian market, hiring Alix Box - who has held senior positions at Holt Renfrew and Starbucks - as its chief executive in February.  ""Fiscal 2014 has been a year of transition,"" Box said in a statement Monday. ""While much remains to be done, we are now fully engaged in the process of transformation to restore Second Cup to a place of leadership and greater profitability.""  Following the end of the quarter, Second Cup announced its intention to acquire 16 cafes in Toronto locations from Debbie and Bob Riche, two long-time franchisees.  The company says it plans to open a new ""cafe of the future"" in Toronto and a flagship cafe in Montreal in the coming weeks.  In a related announcement Monday, the company said it's aiming to grow annualized system sales by about $50 million to $234 million in 2017, turn same-store sales positive by late 2015, and have earnings exceeding 50 to 60 cents per share by 2017.  ""Our plan for the future is ambitious,"" said Michael Bregman, Second Cup's chairman. ""While there are no assurances, our Board of Directors is highly confident that Second Cup will be restored to a position of leadership with significant potential for value creation.""  All the directors intend to participate in a stock issue, and collectively acquire between 40 and 60% of the $5 million worth of equity that Second Cup plans to offer.",0,0,0
70,Press Release: Aetna International Wins 2014 Health Insurance Award,"Press Release: Aetna International Wins 2014 Health Insurance Award Aetna International Wins 2014 Health Insurance Award  Named ""Best Group International Private Medical Insurance Provider"" 2014    LONDON--(BUSINESS WIRE)--October 17, 2014--   Aetna International has won the coveted ""Best Group International Private Medical Insurance Provider 2014"" at the Health Insurance Awards held last night in London. This is the second consecutive year Aetna International has won this award.  The Health Insurance Awards is the leading industry event honoring excellence and professionalism in the health insurance market.  ""This award recognizes the exceptional work our people do for our members every day, especially during this exciting time of integrating InterGlobal and Aetna,"" said David Healy, Aetna International's general manager, Europe. ""The award acknowledges Aetna's innovative technology, quality and competitive products and how we support the business strategies of our customers.""  Aetna International is one of the largest providers of international private medical insurance with more than 600,000 members worldwide, including expatriates, local nationals and business travelers. In 2014 it closed the acquisition of InterGlobal to complement its geographies, products and services.  It has been a year of recognition for Aetna International. Recently it won the ""Best in Class for Commitment to Healthcare Support"" in the International Fund & Product Awards 2014 held by Professional Adviser.  About Aetna International  Aetna International is committed to helping create a stronger, healthier global community by delivering comprehensive health care benefits and population health solutions worldwide. As one of the largest providers of international private medical insurance, Aetna International serves more than 600,000 members worldwide, including expatriates, local nationals and business travelers. The company's global benefits include medical, dental, vision and emergency assistance and, in some regions, life and disability. Aetna International also offers customized technological and health management solutions for health care systems, government entities and large employers to improve people's health, enhance quality of care and contain costs. For more information, see www.aetnainternational.com.  About Aetna  Aetna is one of the nation's leading diversified health care benefits companies, serving an estimated 45 million people with information and resources to help them make better informed decisions about their health care. Aetna offers a broad range of traditional, voluntary and consumer-directed health insurance products and related services, including medical, pharmacy, dental, behavioral health, group life and disability plans, and medical management capabilities, Medicaid health care management services, workers' compensation administrative services and health information technology products and services. Aetna's customers include employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups and expatriates. For more information, see www.aetna.com and learn about how Aetna is helping to build a healthier world. @aetna          CONTACT:    Media Contact:   Aetna  Rohan Hutchings, +1 773-687-5419  hutchingsr@aetna.com  Access Investor Kit for Aetna, Inc.  Visit http://www.companyspotlight.com/partner?cp_code=A591&isin=US00817Y1082  (END) Dow Jones Newswires  October 17, 2014 02:00 ET (06:00 GMT)",0,0,0
71,Will apathy risks family losing their inheritance,"Will apathy risks family losing their inheritance TWO-THIRDS of adults have not made enough provision for their legacy to be left to whom they choose, according to a wills and probate specialist.  One in four over-65s are still to make a will [GETTY/ picture posed by model]  Research from the Co-operative Legal Services also found one in four over-65s are still to make a will.   These individuals risk losing control of their estate and their final wishes for savings, assets and investments not being met.   These findings come as the rules of intestacy, which decree what happens to a person's estate if they die with no valid will in place, today change for the first time since 1925.  Experts say the new rules should simplify how an estate is distributed in the event someone dies without having the right paperwork in place but they also serve as a timely reminder of the importance of drawing up and maintaining a will.   The key differences include changes for couples who are married or in a civil partnership. They will now inherit the entire estate if a partner dies without a will and they have no children or other descendants.   However, this change does not apply to unmarried couples who will not automatically have rights to an estate if a partner dies without a will.   Other moves include changes to the inheritance of an estate for married couples of civil partners with children and protection for children adopted after the death of a parent. Under old rules there was a risk children in this situation would lose their inheritance but under the new rules, a child of the deceased can inherit on intestacy even if they're subsequently adopted.   ""It's pleasing that rule changes have simplified matters but if a person dies without a valid will in place, they still have no control over what happens to their estate,"" warns James Antoniou, head of wills for the CLS.   ""To ensure your estate goes to those you want, it's crucial you have a will."" Andrew Caplen of the Law Society agrees that the rule changes serve as a reminder of the importance of a will.   ""If you have no will it means your final wishes may go unheeded and a financial and emotional mess is left for your loved ones to sort out,"" he said.   If you want to make a will it is worth noting that anyone can set themselves up as a will-writer.   ""It is important that people are able to distinguish between those who are unregulated, uninsured and untrained and trained solicitors who specialise in this area,"" added Caplen.   To find a registered solicitor that specialises in wills and probate visit Solicitors.LawSociety.org.uk. Also visit Unbiased.co.uk for further advice.  Related articles How to ensure your legacy is inherited by loved ones EXCLUSIVE: No more inheritance tax pledge Ukip Death tax misery as house prices rocket in Britain's housing boom",1,1,0
72,New report reveals older worker hotspots and the vast differences in employment prospects for over 50s around the country,"News New report reveals older worker hotspots and the vast differences in employment prospects for over 50s around the country Watford, Dorset and the Shetland Islands are leading the charge against 'outdated' older worker stereotypes, a Government report revealed today.  According the figures released by the Department for Work and Pensions, Watford has the highest rate of employment among older workers, with nine out of 10 people aged 50-64 in work.  In the Shetlands this rate is 88 per cent while in north Dorset it's 87 per cent, closely followed by Stroud in Gloucestershire and Horsham in Sussex.  DWP minister Steve Webb said: 'The business case for ignoring outdated and inaccurate stereotypes and giving older workers a chance to thrive is absolutely compelling, and these figures  show that in some parts of the country that message is being received loud and clear.  'What we must do now is extend the positive record we're seeing in counties like Hertfordshire across the whole of the UK.'  But the report also highlighted a number of employment blackspots for older workers.  Almost half of people aged 50-64 were unemployed in Hyndburn and Rossendale in Lancashire, 50 per cent in London's Tower Hamlets, and 51 per cent in Barrow-in-Furness.  'JOB PROSPECTS FOR YOUNG ARE IMPROVING'  Two-thirds of employers have hired a young person in the past year, according to a survey of 600 employers.  The Recruitment and Employment Confederation (REC) said this positive outlook is set to continue for the rest of the year, with employers focussing more on candidate's attitude rather than exam results.  Rec chief executive Kevin Green said: 'It's the best time in six years to be a young person coming into the jobs market.'  This resonates with data released by the Office for National Statistics last week suggesting that ageism in the workplace is still rife.  Unemployment as a whole fell to 6.4 per cent last quarter and the number of unemployed people aged 16-49 fell 18.8 per cent since May 2010, compared to just 5.3 per cent for those aged 50-64.  Dr Ros Altmann, the former director general of Saga, who was appointed last month as the Government's Business Champion for Older Workers, said more needed to be done to help people in this age group, such as offering apprentice schemes.  'It does seem there remains latent ageism in the labour market,' she said. 'Not enough is being done to help these people back to work and overcome ageist attitudes.'  And with retirement at the age of 65 looking increasingly unfeasible for most workers, employment equality is essential if they're to top up their dwindling pension pot.  Steve Webb added: 'Another crucial point is that a person dropping out of the workforce early can have a devastating effect on their retirement income. We owe it to people to do everything possible to ensure they can benefit from a full working life.'",1,1,0
73,Drive a hard bargain; HAVE PASSPORT WILL TRAVEL Jeremy Gates rounds up all the latest travel news,"Features Drive a hard bargain; HAVE PASSPORT WILL TRAVEL Jeremy Gates rounds up all the latest travel news TEMPERATURES are already falling in the Alps and if you want the price of your 2013/14 season ski holiday to fall too, driving to the slopes could be one easy solution.  With airlines ever-keen to slap hefty charges on extra baggage (something that is inevitable with a ski holiday) travelling by car could save families hundreds of pounds. Stuart McLeod of Zenith Holidays, an operator catering for 'savvy' skiers, explains: ""This winter, we are seeing a significant increase in the number of people driving families to the slopes to cut costs. If we include free Channel ferry crossings, driving down to the Alps saves about £450 for a family of four, as opposed to flying and paying extra on baggage at check-in.""  At lesser-known French resorts like St Jean Montclar and Les 7 Laux, for example, a family of four could enjoy a self-catering apartment with Channel crossings and lift pass from around a total £920 per week - or about £1,290 if they chose a four-star apartment with access to a pool (about £324 each).  McLeod says many skiers will also catch trains to the ski resorts this winter - some on Eurostar, and some catching trains direct to the Alps. These trains leave Paris at 10pm on Friday nights and arrive on the slopes next morning, allowing skiers to sleep on the train then grab an extra day's skiing on the Saturday, a day which would otherwise be lost waiting around at airports.  Of course, not everyone can face the long car or rail trek across France, especially if you live further north, and for this reason Monarch Airlines has flights of barely two hours from Manchester, Gatwick and various regional airports into Italy, Spain, Germany and Austria. Monarch one-way flights into Munich, from Leeds Bradford, Luton and Manchester start at £39.99 (£83.98 return) with transfers to the resort of Kitzbuhel taking 90 minutes. Fares to Grenoble, from Birmingham, Leeds Bradford, Gatwick and Manchester start at £44.99 one way (£91.98 return) with transfers of two hours and 45 minutes to Val d'Isere. There is more good news from the big operators too, keen to secure early sales at discounted prices to avoid the risk of bigger discounts nearer departure date. For example, Crystal Ski, which covers 136 ski resorts in Europe, North America, Japan and Russia with regional departures from all major UK airports, offers a 'buy one and get one half price' deal on lift passes - saving up to £177. It applies on bookings by October 21 for departures between January 4 and February 9.  Driving to your ski holiday can save you money.  At Ski Solutions, deals include savings on accommodation in Whistler, free lift passes and discounts in Verbier and four-night all-inclusive breaks at Isola 2000, from £575 includes return flights ex-Gatwick December 12.",0,0,0
74,A brighter future is now within reach; Workplace pensions Advertising Feature,"Features A brighter future is now within reach; Workplace pensions Advertising Feature LIFE is full of surprises, and here's one - you can improve your financial future without doing a thing!  Millions of working people are discovering the benefits of a workplace pension. This could include you if you're employed, aged 22 or over, and earn at least £9,440 a year.  The law has changed so your boss has to enrol you into a pension scheme automatically, without you doing a thing!  It's great news if you don't have a head for figures or worry about making the wrong choices with your money.  If you've never thought about having a workplace pension before, it might sound complicated.  But it's really a simple save-as-you-go system. Here's how it works: Your employer will write to you, so look out for this letter, which will give you more details about your workplace pension scheme and what it means for you.  Your boss will then automatically enrol you into the scheme. Once you've been enrolled, a small percentage of your salary will go straight into your pension pot.  Your boss will pay in as well - that's EXTRA money that you wouldn't otherwise get. The government will give you tax relief, too.  All three contributors - you, your employer and the government - will continue to pay into your pension pot regularly.  Your pot will grow over time and when you retire, you will be able to use it to buy a regular income for the rest of your life.  You will have the chance to opt out of your workplace pension, but, before you do, here are some things to think about: The current State Pension is £110.15 per week for a single person. It's a great foundation, but saving through a workplace pension will give you more money to spend in retirement.  Unlike other types of saving, you won't be the only person paying in. Your employer and the government will contribute too - that's not something you get with your ISA or savings account.  This isn't just happening to you - more than a million people have already been enrolled into a workplace pension in the past year. Don''t be the one to miss out!  This change started with the biggest companies first but will affect all businesses over the next few years.  Staying in a workplace pension could be the best decision you ever make. ? Find out more about workplace pensions by searching the internet for ""workplace pensions.""  HOW DOES IT WORK? SAM earns £12,000 a year before tax and gets paid monthly.  Each month? ? Sam puts in £40 ? His employer puts in £30 ? The government gives tax relief worth £10 This means Sam has £80 going into his pension pot every month. That's £960 a year!  ? This example is for illustrative purposes. Your employer will let you know the actual amounts that apply to your workplace pension.",0,0,0
75,Charge Cards vs. Debit Cards,"Charge Cards vs. Debit Cards Not all plastic cards are created equal.  When discussing the kind of credit that comes with a plastic card, the first distinction to make is between charge cards and credit cards. American Express Green Card and Gold Card and Diners Club Charge Card are charge cards that require you to pay your bill in full each billing cycle. Most credit cards (including some offered by companies that also issue charge cards) don't necessarily encourage you to pay your bill in full because they profit by charging interest -- lots of interest -- on the unpaid balance.  Charge cards. Travel and entertainment cards, such as American Express and Diners Club, are charge cards, not credit cards. You are expected to pay their bills in full within a specified time period. If you don't, you'll be penalized.  Membership fees for charge cards are higher than for bank-issued cards, and the kinds of service they offer -- an annual accounting of charges, traveler's checks, cash in an emergency -- are commonly available with credit cards, too, especially gold or platinum cards.  You may be able to get a bigger credit line with a charge card, but they're not as widely accepted as Visa or MasterCard.  Debit cards. A debit card appears to work the same way as a credit card: The merchant runs it through a little machine and off you go without any cash actually changing hands. But that's where the similarity ends. When you use a debit card, the amount of your purchase is deducted from your checking account or some other account you have designated. It's useful to think of a debit card as a paperless check that clears immediately, with no grace period, or ""float.""  If you're not paying close attention, you may find yourself carrying a debit card from your bank that you think is a credit card. That mistake usually lasts no longer than the arrival of your first bank statement showing your depleted balance.  The main use for debit cards used to be to get cash from automated teller machines, but devices known as point of sale terminals have been installed in an increasing number of retail outlets. Beginning in August (July for new accounts), your bank will ask if you want to opt-in for overdraft protection. If you don't, your transaction will be declined. This will also occur at the ATM.  Two key facts to remember about debit cards:  Although they look like credit cards, they aren't.  Safeguards against loss or theft and unauthorized use of your card aren't as strict as they are with credit cards. By law, you're liable for the same $50 as with a credit card, but only if you report an unauthorized transaction within two business days of discovering it. Miss that deadline and you're legally responsible for up to $500. But MasterCard and Visa will waive it entirely in many cases.  Copyright 2013 The Kiplinger Washington Editors",1,0,1
76,New house sales build,"Property New house sales build Signs of growth in new housing sales have emerged in NSW and Western Australia, the states with the biggest house price gains.  Nationally, new housing sales rose 3.4 per cent after a 4.7 per cent decrease in July, the Housing Industry Association's seasonally adjusted figures, released on Tuesday, show.  However, new apartment sales fell 11.2 per cent across the country after new units sales eased in NSW and Victoria.  ""It is no coincidence that the states where we've seen rises in new detached house sales are where we've seen the most price growth,"" HIA chief economist Harley Dale said.  New home sales were up 10.2 per cent in August for Western Australia and 7.4 per cent in NSW. South Australia also performed strongly, recording an 8.2 per cent increase.  Dr Dale said recovery was under way in those two states but overall sales were trending sideways when Sydney and Perth were not included in the figures.  In Queensland, where new house sales inched up at 3.6 per cent, a housing recovery will not be as rapid.  ""It will be challenging and take time to gather momentum; it will be a grinding recovery in Queensland,"" he said.  In Victoria, new house sales fell 2.4 per cent.  Dr Dale said he expected further declines this financial year, as the state was still coming off peak growth in new home and apartment sales in 2010.  Improvements in Sydney have been seen in the housing and apartment market. However, there were fewer new unit sales in August.  Across the industry, builders and developers have noted an overall improvement in sentiment and inquiry levels.  Home builder Metricon chief executive Mario Biasin said sales had improved in NSW, Queensland and South Australia but off very low bases.High demand expected to continue  He said regional Victoria was performing well but metropolitan Melbourne remained quiet.  ""We're seeing more investors than first-home buyers at the moment, and people wanting to upgrade. More people are building now that they feel confident in selling their existing home,"" he said.  Years of under-supply in Sydney's land market, coupled with strong population growth and low interest rates, are fuelling the market.  Cameron Holt, chief executive of Investa's house and land arm, said the biggest challenge was maintaining the supply to the hungry Sydney market.  The unlisted land development arm of Investa Property Group has reported an increase in demand, particularly on Sydney's fringe.  Mr Holt said demand had been high over the past six months, and he expected that to continue.  Medium and high-density projects continue to sell strongly in Sydney, such as Australand's Metro project at Wolli Creek, where 55 of the 70 apartments sold at the September launch.  CBA economists said while low interest rates are not showing up in retail trade data, the housing figures suggest lower rates are having a significant effect on the housing market.",0,1,1
77,Bonds Gain As Shutdown Intensifies Debt-Ceiling Fears -- Barron's Blog,"Bonds Gain As Shutdown Intensifies Debt-Ceiling Fears -- Barron's Blog (This story has been posted on Barron's Online's Income Investing blog at http://blogs.barrons.com/incomeinvesting/)  By Michael Aneiro  Financial markets seemed cool with the whole government-shutdown thing yesterday but they're not so happy about it today, and that's pushing bonds higher. The ten-year Treasury note is up 14/32 in price to yield 2.594%, per Tradeweb data, and the 30-year bond is up 26/32 to yield 3.674%.  Of course, what everyone's really worried about is the upcoming debt-ceiling negotiations, and whether the government can patch up its current, comparatively minor problems in time to address this much bigger potential problem of causing the U.S. to default on its debt. Here's Deutsche Bank today:  On balance we expect moderate risk-off dynamics until resolution of both the budget impasse and the debt ceiling. The probability of even a technical default is extremely low, but the potential costs are very high. But in either event we expect the uncertainty to provide a short term tailwind to a consolidation of the summer's sell-off. We remain comfortable with our year end forecast for 2.5% Treasuries, but a more acute scare in the budget and debt ceiling process could push yields still lower in the short run.  And here's Peter Tchir of TF Market Advisors, underscoring what a calamity the debt-ceiling debacle would become if it led to a U.S. default by saying that it ain't gonna happen:  There will NOT be a default on U.S. Treasury debt. It won't happen because it has the potential to spin out of control. Even something that is ""technical"" and ""temporary"" could have ramifications for the market that no one will be willing to risk....  No matter what, we will pay our debts. Whether congress roles it weekly for a period of time, or we get a bigger solution, or the Treasury finds a way to pay people what is owed, the debt will be paid.  The potential consequences of not paying it are too great. It isn't simple and at some point the majority of politicians will listen to people like Bill Gross and understand that the dangers of not paying are just too stupid to take. The system is too complex and at its heart is the understanding that treasuries are highly rated and always pay. Breaking that taboo opens too many possible scenarios for no good reason. This is after all debt and payment obligations that we have encumbered ourselves with through law, and should be paid.  I would never bet against the incompetence of Congress, but I am willing to bet against them being completely idiotic and acting with gross negligence, which is what it would take to trigger default on Treasury bonds.      For continuously updated news from Barron's, see Barrons.com at http://barrons.com.     [ 10-02-13 1127ET ]",0,1,1
78,"Why divorce is bad for a man's health: Separation increases the risk of early death, substance abuse, suicide and depression","Health Why divorce is bad for a man's health: Separation increases the risk of early death, substance abuse, suicide and depression * The impact of divorce on men's health 'needs urgent investigation'  * Divorced men are more likely to have heart disease, high blood pressure and strokes than married ones - are also 39% more likely to commit suicide  * They are more likely to take part in risky activities which also increases their mortality rate  Divorce might leave some with a broken heart but it also causes real health problems for men, according to researchers.  Those whose marriages end have higher rates of mortality, substance abuse and depression and often lack social support, a study found.  It called for doctors to refer more male divorcees to therapists and said more work is 'urgently needed' to investigate the damaging effects of relationship break-ups on their health.  American researchers say that divorced and single men have a 39 per cent higher suicide rate than their married counterparts - perhaps in part because they are more likely to engage in risky behaviour.  The study, published in the Journal of Men's Health, calls for doctors to refer more men to therapists.  A case study by Dr Daniel Felix, of the University of Nebraska, said health professionals must recognise 'divorce related health problems' in men.  His research centred on a 45-year-old white man who 'endured a difficult divorce'.  He visited his family doctor for the first time in ten years complaining of bad sleep and persistent abdominal pain.  The man revealed he drank 'about a six-pack of beer a day,' had recently begun hating his job in middle management at a local bank and had become irritated with his colleagues and boss.  He eventually reported having limited access to his children and paying a 'significant amount of child support'.  The man also said his ex-wife 'took all our friends with her after the divorce'.  The researchers reported the man's physical condition as 'unremarkable' apart from having a slightly enlarged liver and being somewhat overweight.  They instead attributed his mild physical ailments and seemingly mild depressive state to continued anxiety and stress associated with his divorce.  As a result, the researchers warn doctors about treating ailments that have a psychological basis in divorce.  Instead, they recommend nutrition, exercise and sleep education.  They also urge medical professionals to refer men to alcohol and substance abuse treatment programmes, counsellors or other mental health professionals or divorce support groups.  Professor Ridwan Shabsigh, of Cornell University in the U.S. and president of the International Society of Men's Health, said: 'Popular perception, and many cultures as well as the media, present men as tough, resilient, and less vulnerable to psychological trauma than women.  'The fact is men get affected substantially by psychological trauma and negative life events such as divorce, bankruptcy, war and bereavement.  'Research is urgently needed to investigate the prevalence and impact of such effects and to develop diagnosis and treatment guidelines for practitioners.'",1,1,0
79,FEAR FOR ELDERLY WITH MORTGAGE DEBT,"FEAR FOR ELDERLY WITH MORTGAGE DEBT Fears have been raised for elderly people who are still sitting on large amounts of mortgage debt and could be at risk of losing their homes.  A report by Bristol University and the International Longevity Centre (ILC-UK) found that about two-fifths (40%) of people aged 75 and over and who still have a mortgage to pay off have an interest only mortgage with no linked investment with which to pay their loan back. This figure dropped to just 6% for people aged between 50 and 54 who still have a mortgage.  Interest-only mortgages, which allow borrowers to pay off the capital only when the mortgage term ends, have become much more thin on the ground since the boom years amid concerns about people not being able to pay back their debt.  Earlier this year, the Financial Conduct Authority (FCA) found that home owners have been failing to put enough money aside on up to half of the 2.6 million interest-only mortgages which are due for repayment over the next 30 years.  Mortgage lenders recently agreed to alert their most at-risk customers to help them avoid ""payment shocks''. Some borrowers could end up having to sell their home to pay the loan back if they do not take stronger control of their repayment planning.  The Bristol University/ILC-UK research found that nearly one in 10 (9%) households headed by someone aged in their late 60s still had a mortgage to pay off, as did one in 50 (2%) of people aged over 80.  Among everyone aged over 50 with an outstanding mortgage, the average amount still owed was £62,200. Among the over 75s, the average amount outstanding was £30,900.  At least 14% of older mortgaged households had taken on a new home loan or extended their mortgage in the last couple of years, the report found.  The research was based on the Office for National Statistics' Wealth and Assets Survey, which looked at the economic wellbeing of households.  Peter Tutton, head of policy at StepChange Debt Charity, said: ""Today's report further highlights the potentially serious problems faced by older people with interest only mortgages.  ""It is now essential that lenders show forbearance and work with customers to establish suitable options to prevent people from losing their homes in retirement.""  Andrea Finney of Bristol University's Personal Finance Research Centre, said: ""These new findings highlight a core of households whose mortgages have persisted into older age.""  She said the report raises important questions about the financial security of these households as they approach later life.  David Sinclair, assistant director of policy and communications at ILC-UK said: ""We are seeing a worrying picture emerge of older people with unlinked interest only mortgages.  ""As the FCA and industry communicates with people with unlinked interest only mortgages, it should evaluate whether any specific targeting of information and advice is necessary for older people.""  ends",1,1,0
80,Don't be afraid to ask the difficult questions that come with retirement planning,"News Don't be afraid to ask the difficult questions that come with retirement planning Planning for retirement can be overwhelming. It requires thinking about long-term goals and it forces consideration of a more sensitive subject -- one's own mortality.  An RBC study reports that only 52% of Canadian boomers actually put a plan on paper despite understanding its importance. However, they worry about it. According to a recent Investors Group survey, financial concerns affect 32% of Canadian couples and 60% of them put retirement savings worries at the top of the list.  For many Canadians, a sense of futility comes from thinking ""I'll never be able to save enough money."" They might be influenced by the old rule of thumb that suggests 70% of pre-retirement income is needed to maintain a current standard of living.  However, some experts like Fred Vettese, the chief actuary of Morneau Shepell, believe that figure is far too high.  Determining the right figure starts with analysis. Cash flow models should be performed, accounting for such factors as lump sum cash needs for special events, future inflation and debt reduction.  To help with that process, the government of Canada has created an excellent Canadian Retirement Income Calculator that takes into account such things as CPP, pensions, RRSPs and other sources of income like annuities.  Once income goals have been set, an analysis should be done to determine the income sources. For most people, a substantial portion will be drawn from investment portfolios. As retirement nears, these portfolios should be prepared for the transition and structured to replace employment income. This generally translates into a more significant weighting in fixed income as well as other investments that provide a regular income stream, such as high quality dividend-paying investments.  Good retirement income plans will also make use of guaranteed income sources that guard against volatile markets and inflation erosion. These include government benefits, available pension income and annuities.  Proper retirement planning goes beyond the management of the retirement portfolio. Estate planning also enters the picture, both from the perspective of how the money will be distributed to heirs but also to more sensitive personal issues. Often there is concern over the future management of the estate by the heirs who may not be competent with finances or are simply not ready to handle a large inheritance.  Canadians want to retire with sufficient income to carry them through and, hopefully, with enough to leave something for their children. However, if they allow themselves to be overwhelmed in angst over an unattainable figure that is both too high and inaccurate, they will never be motivated to begin saving. Determining the right number takes time, but the time is well spent.  -Kim Inglis, CIM, PFP, FCSI, AIFP is an Investment Adviser and Portfolio Manager with Canaccord Genuity Wealth Management, a division of Canaccord Genuity Corp., Member -Canadian Investor Protection Fund. www.reynoldsinglis.ca. The views in this column are solely those of the author.",1,1,0
